,ID,edad,meses,max_ant,ingreso,score,tipo_vivienda,zona,nivel,riesgo
538,3225,27,140,0,900,162,2,3.0,5,1
539,3226,29,153,25,3100,200,2,1.0,2,1
540,3229,41,280,98,6357,177,2,1.0,5,1
541,3230,48,220,0,2039,204,4,2.0,5,1
542,3231,24,123,0,1625,161,2,1.0,4,1
543,3233,22,134,26,2000,197,2,3.0,4,1
544,3236,26,149,11,1100,169,2,1.0,5,1
545,3237,23,134,0,1245,156,2,1.0,5,1
546,3241,36,157,0,800,204,2,1.0,2,1
547,3242,34,138,17,980,177,2,1.0,5,1
548,3243,27,160,17,5500,201,2,1.0,2,1
549,3247,31,166,0,2681,185,2,1.0,5,1
550,3249,28,134,0,549,194,4,1.0,5,1
551,3251,37,269,10,4100,220,2,1.0,2,1
552,3252,35,148,37,2200,194,2,1.0,5,1
553,3255,47,237,44,6200,219,2,1.0,2,1
554,3256,28,139,0,2300,193,2,1.0,2,1
555,3257,35,164,14,1635,192,2,3.0,2,1
556,3258,42,161,33,2250,199,2,3.0,2,1
557,3260,28,170,31,7246,226,4,3.0,2,1
558,3261,37,178,89,4500,197,2,1.0,2,1
559,3263,23,118,8,839,183,2,5.0,4,1
560,3264,29,187,11,2500,200,2,5.0,4,1
561,3266,22,147,0,655,156,2,1.0,5,1
562,3270,29,138,18,2000,188,2,1.0,2,1
563,3271,30,155,14,4000,219,4,1.0,2,1
564,3273,29,203,23,2312,223,4,1.0,5,1
565,3274,29,146,37,1600,212,2,1.0,5,1
566,3278,51,210,79,1200,203,4,1.0,2,1
567,3280,37,146,0,4700,215,4,1.0,2,1
568,3281,50,242,0,2509,205,2,1.0,2,1
569,3287,31,137,29,1027,175,2,3.0,5,1
570,3290,37,108,17,7675,213,2,1.0,5,1
571,3291,28,141,0,1200,175,2,2.0,5,1
572,3293,52,291,0,30000,209,2,1.0,1,1
573,3296,23,159,0,988,156,2,1.0,5,1
574,3297,44,304,53,2600,190,2,1.0,2,1
575,3301,43,193,0,1198,180,2,1.0,5,1
576,3303,32,140,48,2500,186,2,2.0,2,1
577,3305,30,176,44,2000,207,2,1.0,2,1
578,3306,39,113,52,4033,201,2,1.0,2,1
579,3307,25,122,0,1149,157,2,1.0,2,1
580,3308,31,175,33,2500,186,2,3.0,2,1
581,3309,28,104,15,636,194,2,1.0,5,1
582,3310,28,151,0,3350,195,2,1.0,2,1
583,3311,44,162,85,3505,177,2,4.0,2,1
584,3315,34,210,0,3000,168,2,1.0,2,1
585,3317,35,176,0,1300,177,2,1.0,5,1
586,3318,37,126,0,1800,207,2,1.0,2,1
587,3320,52,124,109,10900,180,2,1.0,2,1
588,3321,34,148,0,9916,216,4,1.0,4,1
589,3323,29,171,0,1000,168,2,3.0,5,1
590,3326,42,198,10,1150,199,2,1.0,5,1
591,3328,50,216,0,732,201,2,1.0,1,1
592,3329,29,165,0,981,176,2,3.0,2,1
593,3333,36,209,17,1997,209,2,1.0,2,1
594,3334,39,147,0,1500,198,2,3.0,5,1
595,3336,38,229,0,1934,201,4,1.0,5,1
596,3340,28,213,39,4073,162,1,5.0,2,1
597,3341,38,113,16,4200,211,4,5.0,1,1
598,3344,51,151,0,2930,192,2,1.0,2,1
599,3348,34,278,0,2895,182,2,2.0,2,1
600,3349,51,131,20,2096,204,4,1.0,5,1
601,3354,35,181,54,6000,182,2,1.0,2,1
602,3355,39,132,12,948,199,4,1.0,5,1
603,3357,45,149,6,3925,192,2,3.0,2,1
604,3359,27,166,12,2868,208,2,1.0,2,1
605,3360,32,160,44,5331,193,2,3.0,2,1
606,3361,44,155,41,1800,181,2,3.0,2,1
607,3363,51,235,15,21600,210,4,1.0,2,1
608,3365,58,216,0,2200,219,2,5.0,2,1
609,3368,45,181,82,17700,203,2,1.0,2,1
610,3370,30,214,32,9100,200,2,1.0,2,1
611,3372,32,177,43,16000,173,2,1.0,2,1
612,3374,33,171,35,2718,211,4,4.0,5,1
613,3378,43,163,21,1848,178,2,3.0,5,1
614,3385,28,108,39,3000,192,2,1.0,5,1
615,3386,34,166,16,5000,212,2,1.0,2,1
616,3387,25,160,16,9309,188,4,1.0,4,1
617,3395,31,133,20,804,194,4,3.0,5,1
618,3396,38,152,0,1499,177,2,4.0,5,1
619,3400,45,150,22,930,195,2,1.0,5,1
620,3403,51,337,0,1374,188,2,1.0,2,1
621,3404,26,173,14,1228,190,4,1.0,5,1
622,3405,30,122,16,2000,180,2,1.0,5,1
623,3406,26,163,0,1200,170,3,2.0,5,1
624,3410,33,194,49,4655,226,2,5.0,2,1
625,3411,53,143,12,3085,217,4,3.0,2,1
626,3412,24,142,0,645,172,2,1.0,4,1
627,3414,33,249,37,6000,190,2,3.0,2,1
628,3415,32,156,28,906,187,4,1.0,5,1
629,3418,42,138,0,2800,205,2,1.0,4,1
630,3419,37,164,0,6000,214,2,1.0,2,1
631,3422,27,146,0,1129,196,2,1.0,2,1
632,3423,31,181,15,742,211,4,1.0,5,1
633,3424,22,128,6,2500,173,2,1.0,5,1
634,3433,22,124,0,1054,183,2,2.0,2,1
635,3435,30,153,5,2200,200,2,3.0,2,1
636,3439,47,186,0,1250,180,2,1.0,5,1
637,3440,34,173,13,4550,216,2,1.0,2,1
638,3441,33,120,0,1170,194,4,3.0,5,1
639,3443,41,116,52,3784,190,2,3.0,5,1
640,3444,38,232,37,3600,194,2,1.0,5,1
641,3445,52,211,0,3137,197,2,3.0,5,1
642,3449,33,126,68,1400,198,4,1.0,3,1
643,3451,48,225,22,7000,219,2,1.0,2,1
644,3457,32,210,26,2100,173,2,1.0,2,1
645,3458,32,127,12,2986,211,2,2.0,5,1
646,3459,35,189,0,1310,198,2,1.0,2,1
647,3461,53,494,7,2200,216,4,3.0,5,1
648,3464,44,158,109,3555,209,2,1.0,5,1
649,3465,20,186,0,8750,160,2,4.0,2,1
650,3469,23,134,0,1100,168,4,1.0,5,1
651,3470,40,135,46,6500,191,1,3.0,2,1
652,3471,51,162,0,5500,216,4,3.0,5,1
653,3477,33,239,76,2050,197,2,1.0,5,1
654,3478,25,141,0,1044,170,2,5.0,2,1
655,3479,30,210,0,700,168,2,1.0,4,1
656,3485,34,123,0,759,178,3,1.0,5,1
657,3486,27,150,0,2800,205,4,3.0,5,1
658,3491,31,217,0,1500,207,4,1.0,5,1
659,3492,31,114,0,1256,195,2,1.0,2,1
660,3496,38,146,48,6095,213,4,1.0,5,1
661,3499,40,134,0,1890,201,4,2.0,5,1
662,3503,46,182,12,1280,173,2,3.0,5,1
663,3504,25,131,0,2815,174,2,1.0,5,1
664,3505,28,132,12,1002,197,4,4.0,4,1
665,3506,29,144,15,4000,207,2,3.0,2,1
666,3507,46,157,0,1300,188,2,1.0,4,1
667,3508,42,139,0,4550,205,2,3.0,2,1
668,3509,46,142,0,1500,170,2,1.0,2,1
669,3511,29,167,57,3555,221,4,1.0,2,1
670,3512,23,160,12,2000,180,2,1.0,2,1
671,3513,32,131,0,30000,228,4,1.0,1,1
672,3518,26,188,12,11812,186,2,1.0,5,1
673,3520,41,252,0,2020,185,2,1.0,5,1
674,3521,29,181,0,756,194,2,1.0,5,1
675,3522,33,101,24,3000,175,2,1.0,2,1
676,3523,51,174,0,1100,199,4,2.0,5,1
677,3524,36,144,7,1229,196,4,1.0,5,1
678,3525,31,172,25,2200,193,2,1.0,2,1
679,3526,31,114,26,3000,195,2,3.0,2,1
680,3527,32,176,0,2000,214,4,3.0,2,1
681,3528,53,131,15,6000,199,1,1.0,4,1
682,3529,33,150,40,1556,192,2,3.0,5,1
683,3530,33,150,40,2500,191,2,3.0,5,1
684,3531,36,200,0,2546,185,2,2.0,1,1
685,3532,38,159,0,4700,233,4,1.0,2,1
686,3533,51,148,0,3500,217,4,1.0,2,1
687,3536,41,285,75,1450,235,4,3.0,2,1
688,3537,52,499,0,5325,180,2,1.0,2,1
689,3538,32,182,0,4000,195,2,1.0,2,1
690,3539,39,166,6,2581,182,2,3.0,2,1
691,3541,59,393,87,1700,207,2,1.0,2,1
692,3542,46,233,0,4000,207,4,3.0,5,1
693,3544,25,154,13,1600,211,2,1.0,5,1
694,3547,27,168,40,3460,213,4,1.0,2,1
695,3549,34,112,47,4400,197,2,3.0,2,1
696,3550,37,148,0,1000,180,2,1.0,2,1
697,3553,33,175,47,2817,219,2,4.0,4,1
698,3558,32,142,78,6624,199,4,1.0,2,1
699,3562,40,167,0,4500,217,2,1.0,2,1
700,3563,36,133,61,3000,202,2,1.0,2,1
701,3564,41,226,0,2850,209,4,1.0,5,1
702,3568,23,143,0,1405,161,2,1.0,5,1
703,3571,27,127,0,900,168,2,1.0,5,1
704,3572,57,197,38,2398,212,2,3.0,2,1
705,3575,48,163,68,4501,185,2,1.0,2,1
706,3576,51,167,11,2000,221,2,1.0,2,1
707,3577,36,182,0,1800,201,4,3.0,5,1
708,3579,29,230,59,9200,199,2,1.0,2,1
709,3585,48,130,57,8000,185,2,1.0,2,1
710,3587,22,144,0,2100,180,2,1.0,4,1
711,3589,32,133,0,2200,211,4,3.0,5,1
712,3592,38,193,82,30000,190,2,3.0,2,1
713,3594,28,221,45,5070,233,4,1.0,2,1
714,3595,38,112,0,1678,192,4,5.0,1,1
715,3596,27,144,8,8250,222,2,1.0,2,1
716,3599,42,135,0,3400,199,2,1.0,2,1
717,3603,41,139,0,1806,178,2,1.0,5,1
718,3605,31,133,9,793,175,2,5.0,5,1
719,3607,33,149,0,625,175,2,1.0,5,1
720,3608,38,125,118,7500,195,2,1.0,2,1
721,3609,35,157,0,2100,202,2,1.0,2,1
722,3611,22,172,24,7000,201,4,1.0,2,1
723,3612,25,136,20,2500,198,2,1.0,5,1
724,3613,45,369,49,2500,197,2,1.0,5,1
725,3614,29,194,9,4900,215,1,1.0,2,1
726,3620,52,218,0,2366,176,2,2.0,2,1
727,3626,25,143,4,1193,188,4,1.0,5,1
728,3627,28,153,37,596,175,2,1.0,5,1
729,3629,21,127,0,1281,180,2,1.0,2,1
730,3630,50,127,11,2247,216,4,3.0,5,1
731,3631,35,286,54,3690,170,2,1.0,4,1
732,3636,33,160,0,1100,178,2,5.0,2,1
733,3637,24,132,0,895,159,2,1.0,2,1
734,3638,29,128,9,784,194,4,1.0,5,1
735,3639,29,186,0,1013,213,4,1.0,5,1
736,3640,36,160,0,2987,233,4,1.0,2,1
737,3644,31,156,0,849,175,2,1.0,5,1
738,3645,37,162,98,2100,211,2,1.0,2,1
739,3646,23,119,0,1974,164,2,1.0,2,1
740,3647,43,300,0,1800,197,4,3.0,2,1
741,3649,28,210,15,1200,194,4,1.0,5,1
742,3650,25,139,47,2700,186,2,1.0,5,1
743,3652,28,129,13,1400,196,4,1.0,5,1
744,3657,32,198,0,1500,180,2,1.0,2,1
745,3658,45,153,0,2200,197,2,3.0,5,1
746,3660,31,138,18,1338,155,2,1.0,5,1
747,3662,32,129,11,1200,183,2,3.0,2,1
748,3663,28,210,3,5000,208,2,3.0,2,1
749,3666,36,282,29,1583,186,2,1.0,2,1
750,3668,36,120,61,3500,197,2,1.0,2,1
751,3669,36,239,0,800,215,2,1.0,5,1
752,3675,51,210,88,10500,218,4,3.0,2,1
753,3678,40,234,0,2500,184,4,1.0,5,1
754,3685,46,209,55,30000,204,4,1.0,4,1
755,3686,38,180,15,1200,175,2,2.0,5,1
756,3689,36,161,89,2100,201,4,1.0,2,1
757,3692,28,140,13,1450,177,2,2.0,5,1
758,3693,32,246,0,1700,188,2,1.0,2,1
759,3696,35,148,21,6586,182,2,5.0,2,1
760,3697,32,138,0,2500,200,2,4.0,2,1
761,3700,32,150,26,7650,205,4,1.0,2,1
762,3702,37,136,16,1300,189,2,1.0,5,1
763,3703,32,148,31,3724,195,2,1.0,2,1
764,3705,29,127,0,1094,175,2,5.0,5,1
765,3706,28,210,23,6600,185,2,1.0,5,1
766,3707,37,159,13,1000,168,2,1.0,1,1
767,3709,32,119,10,2000,181,2,1.0,2,1
768,3712,27,176,26,1100,188,4,1.0,5,1
769,3713,42,273,0,1000,178,2,1.0,5,1
770,3714,28,139,0,1190,221,4,3.0,2,1
771,3716,32,246,0,15000,197,2,1.0,1,1
772,3717,36,145,56,6519,196,4,1.0,2,1
773,3719,44,138,0,1800,202,2,1.0,2,1
774,3721,23,141,23,1200,178,2,1.0,2,1
775,3725,28,160,14,790,195,2,1.0,2,1
776,3727,59,135,0,2731,204,2,2.0,5,1
777,3728,30,142,9,3889,175,2,3.0,2,1
778,3730,35,142,0,3500,227,2,3.0,5,1
779,3733,27,210,16,1300,207,4,1.0,5,1
780,3734,36,183,15,750,196,2,1.0,5,1
781,3735,28,163,29,23600,231,4,3.0,2,1
782,3742,27,198,36,4727,189,2,1.0,2,1
783,3744,32,144,0,4000,216,4,3.0,5,1
784,3748,53,270,0,3500,215,2,1.0,2,1
785,3750,31,129,10,2100,200,2,1.0,2,1
786,3751,28,162,9,1047,194,4,2.0,5,1
787,3753,25,120,0,916,177,2,1.0,2,1
788,3757,50,367,0,3400,231,4,1.0,2,1
789,3758,33,221,0,20300,221,4,1.0,2,1
790,3759,29,165,0,16305,214,4,1.0,2,1
791,3763,43,122,7,1974,194,4,1.0,5,1
792,3764,32,117,4,2500,192,2,1.0,5,1
793,3765,28,143,8,2314,189,4,3.0,5,1
794,3766,37,172,98,15846,230,4,1.0,4,1
795,3767,49,234,30,1540,209,4,1.0,5,1
796,3768,35,120,0,1451,194,2,5.0,5,1
797,3769,38,126,7,3069,221,4,3.0,2,1
798,3770,45,136,0,1639,193,2,5.0,2,1
799,3772,38,131,12,2400,213,4,1.0,5,1
800,3773,31,141,47,2800,180,2,5.0,2,1
801,3774,39,239,8,4000,209,2,5.0,2,1
802,3775,27,131,9,737,191,2,1.0,2,1
803,3777,45,162,39,1291,180,2,1.0,5,1
804,3779,60,210,47,30000,211,2,1.0,3,1
805,3781,41,342,78,15825,182,2,1.0,2,1
806,3783,32,130,0,5500,219,4,3.0,2,1
807,3784,52,234,39,3099,196,1,3.0,5,1
808,3789,31,181,34,1441,197,4,1.0,4,1
809,3791,36,176,79,1650,215,2,1.0,5,1
810,3795,31,240,27,6600,195,2,1.0,5,1
811,3796,49,297,106,6250,223,4,1.0,2,1
812,3797,25,130,0,1097,156,2,1.0,5,1
813,3799,23,125,7,691,156,2,3.0,5,1
814,3800,25,130,0,900,188,4,3.0,2,1
815,3801,46,155,105,1100,216,4,1.0,5,1
816,3803,22,170,0,1259,183,4,5.0,2,1
817,3810,28,133,30,1600,188,2,1.0,2,1
818,3811,35,196,22,800,177,2,1.0,5,1
819,3812,20,137,9,2500,219,4,1.0,4,1
820,3815,27,161,13,4300,194,2,1.0,2,1
821,3818,65,166,0,2500,219,2,1.0,2,1
822,3819,65,166,0,2500,219,2,1.0,2,1
823,3820,41,169,0,1772,213,2,1.0,2,1
824,3822,27,148,12,4500,227,4,1.0,2,1
825,3826,39,232,0,700,178,2,1.0,5,1
826,3827,33,167,22,2200,214,4,1.0,2,1
827,3828,28,126,7,2500,189,2,1.0,2,1
828,3829,36,260,24,9000,183,2,3.0,2,1
829,3831,31,149,29,666,175,2,1.0,5,1
830,3834,30,165,67,3000,233,4,1.0,2,1
831,3835,42,143,0,755,186,3,1.0,5,1
832,3836,23,116,0,1202,175,4,1.0,5,1
833,3837,25,174,12,4000,212,2,1.0,2,1
834,3838,25,154,0,1600,196,2,1.0,2,1
835,3840,34,192,26,2500,214,2,1.0,2,1
836,3841,30,132,0,12000,207,4,3.0,2,1
837,3842,38,179,19,1693,182,2,1.0,5,1
838,3845,31,198,47,5536,193,2,1.0,2,1
839,3846,32,208,40,1800,195,2,1.0,5,1
840,3848,53,164,0,1289,181,2,3.0,2,1
841,3849,43,179,85,7500,224,4,1.0,2,1
842,3850,43,179,85,7500,224,4,1.0,2,1
843,3851,29,122,13,856,218,4,1.0,5,1
844,3852,29,163,13,3500,195,2,1.0,2,1
845,3853,50,252,56,10000,217,2,1.0,2,1
846,3855,31,193,31,1198,194,4,1.0,5,1
847,3856,44,234,0,1247,156,2,3.0,5,1
848,3860,29,120,41,5437,214,4,1.0,2,1
849,3861,32,138,0,843,194,4,1.0,5,1
850,3862,29,146,16,1400,180,2,1.0,2,1
851,3863,21,152,23,3250,160,1,1.0,4,1
852,3864,33,205,0,1600,171,2,1.0,5,1
853,3865,26,114,4,3000,189,2,2.0,2,1
854,3866,35,169,0,834,180,2,1.0,4,1
855,3868,33,155,31,1800,181,2,1.0,2,1
856,3869,31,186,19,1500,198,2,1.0,2,1
857,3871,39,157,17,10000,201,3,1.0,4,1
858,3872,36,218,10,14000,223,1,1.0,2,1
859,3875,31,176,14,2478,192,2,5.0,5,1
860,3877,25,143,12,727,188,4,4.0,1,1
861,3878,41,284,5,5412,194,4,1.0,5,1
862,3881,53,193,0,2400,197,2,3.0,5,1
863,3884,36,151,0,1347,177,2,2.0,5,1
864,3885,37,185,21,806,197,2,3.0,2,1
865,3886,41,123,0,2791,185,2,5.0,5,1
866,3887,53,315,6,1408,225,4,5.0,2,1
867,3888,40,177,41,1066,199,4,5.0,5,1
868,3889,45,174,0,1334,204,4,3.0,5,1
869,3890,32,164,0,746,166,2,1.0,5,1
870,3896,26,141,0,1241,169,2,1.0,5,1
871,3900,34,257,64,5000,208,2,1.0,2,1
872,3901,35,131,105,5650,197,2,3.0,2,1
873,3904,38,219,0,1770,201,4,1.0,5,1
874,3905,57,236,0,934,194,2,1.0,1,1
875,3908,36,144,0,1200,199,2,5.0,2,1
876,3909,28,137,19,1104,196,2,5.0,2,1
877,3914,49,118,64,1400,182,2,1.0,5,1
878,3915,62,152,0,10000,199,2,5.0,2,1
879,3916,52,534,0,1250,199,4,3.0,5,1
880,3924,25,123,17,6325,194,2,1.0,2,1
881,3925,29,185,0,10000,219,4,3.0,2,1
882,3926,39,181,0,1572,177,2,2.0,1,1
883,3929,49,183,86,11490,200,2,1.0,2,1
884,3931,31,126,0,1250,183,2,2.0,2,1
885,3933,38,147,90,9000,202,2,1.0,2,1
886,3934,33,210,0,1349,207,4,1.0,2,1
887,3936,29,184,25,5455,214,2,1.0,4,1
888,3939,49,219,15,820,183,2,1.0,5,1
889,3941,28,210,0,1283,196,4,1.0,5,1
890,3943,27,187,66,1715,187,2,1.0,2,1
891,3945,44,151,41,2000,212,4,1.0,2,1
892,3946,49,224,0,915,178,2,3.0,1,1
893,3947,26,116,0,1600,174,2,3.0,5,1
894,3948,34,170,0,1600,207,2,1.0,5,1
895,3949,60,566,3,4716,219,4,1.0,5,1
896,3950,31,233,74,2000,188,2,3.0,2,1
897,3954,32,174,40,4840,219,4,1.0,2,1
898,3955,41,174,55,3993,216,4,3.0,5,1
899,3957,63,151,0,1036,195,2,1.0,2,1
900,3965,28,156,0,972,194,4,2.0,5,1
901,3966,32,231,37,6864,188,2,1.0,2,1
902,3969,28,160,15,1950,200,2,5.0,4,1
903,3973,26,160,0,616,172,2,1.0,2,1
904,3978,44,193,5,2200,205,2,2.0,2,1
905,3980,32,135,11,8500,195,2,1.0,2,1
906,3982,30,136,0,2940,231,4,1.0,2,1
907,3983,28,229,0,1200,175,2,1.0,5,1
908,3984,41,162,7,3800,219,2,1.0,2,1
909,3985,34,124,6,3985,202,2,1.0,2,1
910,3986,32,153,0,2000,188,2,1.0,2,1
911,3987,39,180,33,2100,194,2,1.0,5,1
912,3989,49,194,0,4200,198,2,1.0,2,1
913,3990,37,131,49,4697,196,2,1.0,2,1
914,3993,25,206,0,978,177,2,1.0,2,1
915,3996,28,165,16,2000,180,2,1.0,5,1
916,3997,30,174,28,1569,183,2,3.0,2,1
917,4000,46,405,22,1450,199,4,3.0,1,1
918,4004,32,141,0,2636,214,4,1.0,2,1
919,4006,37,151,12,2200,197,2,3.0,2,1
920,4008,35,145,55,5142,221,4,1.0,2,1
921,4009,41,183,32,2000,188,2,1.0,2,1
922,4016,30,248,0,8728,214,4,3.0,2,1
923,4017,46,278,0,6550,211,2,1.0,5,1
924,4024,39,150,35,3500,216,4,1.0,2,1
925,4030,30,138,15,1400,177,2,1.0,5,1
926,4032,29,122,15,2296,219,4,2.0,2,1
927,4037,27,143,0,2084,196,2,3.0,2,1
928,4039,33,129,36,1186,183,2,1.0,2,1
929,4041,37,162,29,1000,204,4,1.0,2,1
930,4044,28,129,17,1600,193,4,3.0,5,1
931,4045,31,201,14,4150,193,2,4.0,2,1
932,4047,42,185,70,2500,224,2,3.0,2,1
933,4048,42,132,0,1700,197,4,1.0,5,1
934,4049,34,122,13,13000,213,2,1.0,5,1
935,4051,42,277,0,1900,168,2,3.0,4,1
936,4055,27,129,34,5100,222,4,1.0,5,1
937,4056,31,160,0,1000,210,4,5.0,5,1
938,4060,33,242,0,2119,192,2,1.0,5,1
939,4061,46,296,104,30000,230,4,1.0,5,1
940,4062,30,151,0,3200,210,2,1.0,4,1
941,4068,28,161,29,752,168,2,3.0,1,1
942,4069,38,183,0,7500,195,2,3.0,2,1
943,4072,42,351,86,4406,173,2,3.0,2,1
944,4073,46,126,0,1776,197,2,3.0,5,1
945,4075,27,138,0,3286,167,2,1.0,2,1
946,4076,38,161,9,1568,198,4,2.0,5,1
947,4077,35,218,47,2400,195,2,2.0,2,1
948,4078,26,162,17,1800,193,2,1.0,5,1
949,4079,31,158,16,1200,178,2,1.0,2,1
950,4081,35,210,24,1250,185,2,1.0,2,1
951,4082,57,354,21,4000,219,2,1.0,2,1
952,4085,50,161,83,2800,199,2,1.0,2,1
953,4087,64,282,25,2100,230,4,3.0,5,1
954,4088,37,173,0,1850,183,2,1.0,4,1
955,4090,44,275,0,1536,199,4,1.0,5,1
956,4091,32,205,61,3200,200,2,1.0,2,1
957,4092,41,251,93,2500,192,2,3.0,2,1
958,4094,59,149,0,7000,232,4,1.0,2,1
959,4095,59,149,0,7000,232,4,1.0,2,1
960,4099,21,134,0,1278,159,2,1.0,2,1
961,4102,37,272,28,2483,215,2,1.0,1,1
962,4106,29,108,25,813,197,2,1.0,2,1
963,4109,42,257,0,6000,216,4,1.0,4,1
964,4110,41,157,0,4000,218,4,1.0,4,1
965,4111,35,170,57,8200,209,4,1.0,2,1
966,4112,51,244,0,7000,209,4,1.0,2,1
967,4116,35,219,40,2231,194,2,1.0,5,1
968,4117,47,208,61,18200,204,4,1.0,2,1
969,4119,53,308,23,10000,180,2,1.0,2,1
970,4121,26,154,32,1450,164,2,1.0,5,1
971,4122,27,139,14,1455,179,2,1.0,2,1
972,4123,49,281,100,23000,204,4,1.0,5,1
973,4125,24,136,0,1500,166,2,5.0,2,1
974,4128,36,194,36,1500,213,2,1.0,2,1
975,4129,41,136,13,1647,182,2,5.0,5,1
976,4130,34,135,13,1016,194,4,2.0,5,1
977,4132,37,190,22,2234,194,2,1.0,5,1
978,4134,55,333,18,2399,230,4,5.0,5,1
979,4139,35,183,0,3000,196,4,1.0,2,1
980,4143,31,177,0,1360,175,2,2.0,5,1
981,4145,38,206,0,2800,177,2,3.0,2,1
982,4149,52,114,0,1500,182,2,1.0,5,1
983,4150,63,198,103,2100,214,2,1.0,2,1
984,4152,28,156,11,1300,214,2,1.0,2,1
985,4153,30,193,0,893,171,2,3.0,2,1
986,4155,30,177,0,2500,200,2,1.0,2,1
987,4156,50,210,0,2100,209,2,3.0,5,1
988,4157,46,260,47,3000,210,4,1.0,2,1
989,4159,34,157,15,1742,190,2,1.0,2,1
990,4161,32,180,54,9000,205,2,2.0,4,1
991,4167,45,202,99,2000,205,2,1.0,2,1
992,4168,37,200,82,5200,213,4,1.0,5,1
993,4169,24,151,10,845,156,2,1.0,5,1
994,4170,58,306,71,7500,219,2,1.0,2,1
995,4171,30,120,74,2655,219,4,1.0,2,1
996,4172,49,363,6,2200,197,2,2.0,5,1
997,4176,41,229,95,3509,185,2,1.0,2,1
998,4180,40,157,0,28000,224,4,1.0,2,1
999,4181,26,166,0,1000,197,2,5.0,5,1
1000,4182,31,175,17,2195,194,2,1.0,2,1
1001,4183,34,150,8,2180,197,2,1.0,2,1
1002,4184,21,150,0,1500,161,2,5.0,2,1
1003,4189,26,142,10,1666,162,2,1.0,5,1
1004,4191,34,141,27,6580,175,2,1.0,2,1
1005,4194,36,135,42,2450,216,2,1.0,2,1
1006,4196,45,184,0,30000,192,2,3.0,4,1
1007,4197,31,187,0,700,220,2,3.0,2,1
1008,4200,47,184,12,1000,175,2,2.0,5,1
1009,4205,32,183,0,4100,222,4,1.0,2,1
1010,4206,31,206,1,2000,188,2,1.0,2,1
1011,4207,28,144,16,1653,188,2,1.0,2,1
1012,4208,28,143,0,2870,219,4,1.0,2,1
1013,4211,32,330,81,15500,215,2,1.0,2,1
1014,4214,35,147,37,4500,235,4,1.0,2,1
1015,4215,39,248,8,5500,202,2,1.0,2,1
1016,4224,33,234,83,2022,192,2,1.0,5,1
1017,4227,54,198,91,6100,224,4,1.0,2,1
1018,4229,30,117,59,2000,178,2,1.0,5,1
1019,4231,33,199,55,1989,198,4,2.0,5,1
1020,4234,28,129,0,1344,185,2,5.0,2,1
1021,4238,44,136,28,2073,207,4,1.0,2,1
1022,4239,30,162,27,4300,212,2,1.0,2,1
1023,4240,22,210,18,2000,164,2,1.0,2,1
1024,4242,35,152,27,11000,195,2,1.0,2,1
1025,4247,51,328,0,4500,205,2,1.0,2,1
1026,4248,23,157,20,600,164,2,3.0,4,1
1027,4249,58,207,34,12100,213,4,1.0,2,1
1028,4252,21,137,4,1473,161,2,1.0,5,1
1029,4255,67,181,19,3940,212,2,1.0,5,1
1030,4256,54,159,0,1200,180,2,1.0,5,1
1031,4257,37,154,0,5000,195,2,1.0,2,1
1032,4258,25,150,12,1309,161,2,3.0,5,1
1033,4261,43,191,0,2300,197,2,2.0,5,1
1034,4262,25,166,11,1109,196,2,1.0,2,1
1035,4263,34,207,23,3000,213,4,1.0,5,1
1036,4264,32,153,32,2353,195,2,3.0,2,1
1037,4265,32,249,0,1700,202,2,1.0,2,1
1038,4267,32,226,0,3500,212,4,3.0,2,1
1039,4269,26,124,75,3372,205,2,1.0,5,1
1040,4272,30,230,32,1700,183,2,1.0,4,1
1041,4273,27,161,29,2050,182,2,1.0,2,1
1042,4276,35,135,0,2000,185,2,5.0,2,1
1043,4279,46,146,109,1016,224,4,1.0,2,1
1044,4280,42,137,32,2160,216,4,1.0,5,1
1045,4282,43,122,43,3400,185,2,1.0,2,1
1046,4283,29,158,21,1400,185,2,1.0,2,1
1047,4285,29,137,20,1066,175,2,1.0,5,1
1048,4286,40,132,44,15600,224,2,1.0,2,1
1049,4287,34,155,15,1592,211,2,1.0,2,1
1050,4289,54,168,83,2890,217,4,5.0,2,1
1051,4290,29,118,14,2500,207,2,5.0,2,1
1052,4293,34,158,17,2400,202,2,1.0,2,1
1053,4294,36,210,102,6500,197,2,1.0,2,1
1054,4295,22,122,0,999,164,2,1.0,2,1
1055,4296,55,146,0,1561,196,2,5.0,5,1
1056,4298,46,201,35,1322,188,2,3.0,2,1
1057,4303,29,129,18,1118,175,2,1.0,5,1
1058,4307,27,178,29,1400,200,2,1.0,2,1
1059,4312,34,258,0,696,196,4,3.0,5,1
1060,4313,37,164,41,3900,202,2,1.0,2,1
1061,4316,23,120,0,1112,156,2,1.0,5,1
1062,4317,42,276,87,2950,202,2,5.0,5,1
1063,4319,29,182,37,3838,187,1,3.0,2,1
1064,4320,57,606,0,1240,194,2,3.0,1,1
1065,4325,26,156,11,897,169,2,1.0,5,1
1066,4327,35,123,63,2500,195,2,3.0,2,1
1067,4329,31,136,16,950,202,4,1.0,4,1
1068,4331,37,219,0,1115,177,2,2.0,5,1
1069,4334,29,198,38,1500,228,4,1.0,4,1
1070,4336,42,174,45,1652,205,2,3.0,2,1
1071,4337,26,155,21,4100,186,2,1.0,5,1
1072,4339,49,373,40,9190,204,2,2.0,2,1
1073,4342,34,135,0,2100,200,2,2.0,2,1
